name,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,partner_9,partner_10,partner_11,partner_12,partner_13,partner_14,partner_15,partner_16
dancer_QuantizationNoise_4.ply,3.0,4.5,3.0,3.0,3.0,2.5,4.0,3.0,3.5,3.5,3.0,2.0,3.5,3.5,4.0,3.0
RpMeiPosed001_CorrelatedGaussianNoise_1.ply,3.5,4.5,3.5,3.0,4.0,4.5,4.5,4.0,4.0,4.0,3.0,3.5,4.5,4.5,4.5,4.5
Mario_GaussianNoise_3.ply,3.0,4.5,3.0,2.5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.5,3.5,3.5,4.0
HouseWithoutRoof_losslessG-lossyA_7.ply,3.0,3.0,2.5,2.0,2.0,2.0,2.0,2.5,3.0,2.5,3.0,3.0,4.0,3.5,4.0,3.0
Handcream_LumaNoise_3.ply,3.5,4.5,3.5,4.0,3.0,3.5,4.0,3.5,4.0,3.0,3.0,3.5,4.0,4.0,3.5,3.5
exercise_RayleighNoise_1.ply,4.0,5.0,3.5,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.0,3.0,4.5,4.5,4.5,4.0
RyukinGoldfish_C2AI-lossless-geom-lossy-attrs_4.ply,4.0,5.0,4.5,4.5,4.5,4.0,4.5,5.0,4.0,4.0,4.5,4.0,5.0,4.5,4.0,4.5
Beagle_losslessG-limitlossyA_7.ply,3.0,4.0,3.5,2.0,3.5,3.0,4.0,2.5,3.0,2.5,3.5,3.0,4.0,3.5,4.0,4.0
DuckV1_CorrelatedGaussianNoise_4.ply,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.5,4.0,4.0,4.0
TibetanFox_LocalLoss_1.ply,1.0,3.0,3.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
RyukinGoldfish_lossy-geom-lossy-attrs_6.ply,2.0,3.5,2.5,3.0,2.0,2.5,3.0,2.5,3.0,3.5,3.0,3.5,4.5,3.0,3.0,3.5
ScarletSnake_C2AI-lossy-geom-lossless-attrs_3.ply,3.5,4.5,3.0,4.0,2.5,4.0,3.5,5.0,3.5,3.5,4.0,4.0,5.0,4.0,3.5,3.5
Cat_ColorNoise_4.ply,3.5,4.5,3.5,4.0,4.0,4.0,4.5,4.0,3.5,4.0,3.5,3.5,4.5,4.5,4.5,4.0
lowpolycarsset2_ChromaticAberration_3.ply,2.5,3.0,2.5,3.0,2.0,2.0,2.5,2.0,2.5,2.0,3.0,2.5,2.5,2.0,2.5,2.5
WhiteTailedDeer_C2AI-lossy-geom-lossy-attrs_6.ply,3.0,3.5,3.0,4.0,2.0,2.5,3.5,2.0,3.0,3.0,3.0,3.0,4.5,3.5,3.5,4.0
exercise_lossy-geom-lossy-attrs_4.ply,4.0,4.5,3.5,4.0,3.0,4.0,4.0,3.0,4.0,3.5,3.5,2.5,4.5,4.5,4.0,4.5
DobermanPinscher_ContrastDistortion_1.ply,4.0,4.5,3.0,3.0,4.0,3.5,4.5,4.0,3.5,3.5,3.0,3.5,4.5,4.5,4.0,4.0
RpMeiPosed001_CorrelatedGaussianNoise_2.ply,3.0,4.5,3.0,4.0,3.0,4.0,4.0,3.0,3.5,3.0,3.0,3.0,4.5,4.0,4.0,4.5
Handcream_ColorNoise_7.ply,3.0,4.0,3.0,2.5,3.0,4.0,3.5,3.0,3.0,2.5,3.0,3.0,4.0,3.5,3.5,4.5
RpDennisPosed004_ColorQuantizationDither_4.ply,3.0,3.5,3.0,4.0,3.5,4.0,3.5,2.5,3.5,3.0,3.0,2.5,4.5,4.0,4.0,4.0
matilda_GaussianShifting_4.ply,2.5,2.0,1.5,2.0,2.0,2.0,1.5,2.0,2.5,2.0,3.0,2.0,3.0,2.0,3.0,2.5
RpFabiennePercyPosed001_UniformShifting_5.ply,2.5,1.5,1.0,1.5,1.5,2.0,2.0,2.0,2.0,1.5,3.0,2.0,2.5,1.5,2.5,2.0
Thaidancer_C2AI-lossy-geom-lossy-attrs_6.ply,2.5,1.5,1.0,1.5,2.0,2.0,2.0,2.0,2.5,3.0,3.0,2.0,3.0,1.5,3.0,3.0
Facade00009_RayleighNoise_7.ply,3.0,2.0,2.0,1.5,2.5,2.5,3.0,1.5,3.0,2.0,3.0,2.5,3.5,3.0,3.0,2.5
RpDennisPosed004_UniformNoise_7.ply,2.5,3.0,3.0,1.5,3.0,3.0,3.5,2.5,3.0,2.5,3.0,3.0,4.0,3.5,3.5,3.5
RpDennisPosed004_ColorQuantizationDither_5.ply,2.5,1.5,2.5,3.0,2.0,2.5,2.0,2.0,2.5,2.5,3.0,2.0,3.5,2.5,3.0,3.0
Thaidancer_LumaNoise_1.ply,4.0,5.0,4.0,4.0,4.5,4.5,4.0,4.5,4.5,3.5,3.5,4.5,4.5,4.5,4.5,4.0
Beagle_LumaNoise_7.ply,3.0,4.0,3.0,2.5,3.5,2.5,3.5,2.5,3.0,2.5,3.0,2.5,3.5,2.5,3.0,3.5
Dolphin_RayleighNoise_3.ply,3.0,4.5,3.5,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.5,4.0,3.5,3.5,3.0
Rock1_ContrastDistortion_3.ply,2.5,1.5,1.5,2.5,2.0,1.5,1.0,1.0,2.0,1.5,2.5,2.5,2.0,1.5,2.0,2.0
Man_MeanShift_7.ply,3.0,3.5,2.5,2.5,4.0,2.5,3.5,2.5,3.0,2.0,3.0,2.0,3.5,3.5,3.0,3.0
Facade00064_LocalRotation_4.ply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5
Statue_GammaNoise_4.ply,3.0,4.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,2.5,4.0,3.5,3.5,3.5
RedHorse_LocalRotation_5.ply,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Asterix_reconstruction_7.ply,3.0,3.5,2.5,3.0,2.0,2.0,3.5,2.0,3.5,2.5,3.0,3.0,4.0,4.0,4.0,3.0
Facade00009_reconstruction_7.ply,2.0,2.0,1.5,2.0,1.5,1.5,2.5,2.0,3.0,2.0,2.0,2.5,3.5,1.0,3.0,2.5
Table_SaturationDistortion_1.ply,4.0,5.0,4.0,4.5,4.5,4.0,4.0,4.0,4.5,4.0,4.0,4.5,4.5,5.0,4.5,4.5
GermanBoxer_SaltpepperNoise_7.ply,2.0,3.5,3.0,2.0,3.0,2.0,2.5,2.5,2.0,2.5,3.0,2.5,2.0,3.0,2.0,3.0
RyukinGoldfish_C2AI-lossless-geom-lossy-attrs_6.ply,3.5,4.0,3.5,3.5,3.0,2.5,3.5,3.0,3.5,3.5,3.5,3.5,4.0,3.0,3.5,4.0
aya_PoissonNoise_3.ply,4.0,5.0,4.0,3.5,5.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0
ScarletSnake_lossy-geom-lossy-attrs_3.ply,5.0,5.0,4.5,4.5,4.5,5.0,4.5,4.5,4.5,5.0,5.0,4.5,5.0,4.5,4.5,5.0
basketballplayer_losslessG-limitlossyA_5.ply,3.5,4.0,3.5,3.0,4.0,4.0,3.5,4.0,3.5,3.5,4.0,3.0,4.0,4.5,4.0,3.5
BirdV4_MultiplicativeGaussianNoise_4.ply,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,4.0,3.5,3.5,3.0
Rock1_Octree_4.ply,2.0,3.0,2.0,2.5,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.5,2.0,2.5,2.0,2.5
lowpolycarsset1_lossless-geom-nearlossless-attrs_3.ply,4.5,5.0,5.0,5.0,4.5,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BirdV6_ChromaticAberration_5.ply,2.0,3.5,3.0,3.0,2.0,2.0,2.0,2.0,2.5,2.0,3.0,3.0,3.0,3.0,3.0,3.0
basketballplayer_losslessG-limitlossyA_7.ply,2.5,3.5,3.0,3.5,2.0,2.0,3.0,2.0,2.5,2.5,3.0,2.5,3.0,3.5,3.0,3.0
RpManuelAnimated001Dancing_C2AI-lossless-geom-lossy-attrs_3.ply,3.5,4.0,4.0,3.5,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,5.0,4.0,4.5,4.0
Statue_limitlossyG-lossyA_5.ply,2.0,3.0,2.5,3.5,2.0,2.0,3.0,2.0,3.0,2.5,3.0,3.0,3.0,3.5,3.5,3.0
BirdV6_ChromaticAberration_4.ply,2.0,3.0,3.5,2.5,2.0,2.0,2.0,2.0,2.5,2.0,3.0,2.5,3.0,3.0,3.0,3.0
Mario_GaussianNoise_4.ply,3.0,4.0,3.5,2.5,3.0,3.0,3.5,3.5,3.0,2.5,3.0,3.0,4.0,3.5,3.0,3.5
lowpolycarsset1_UniformShifting_2.ply,3.0,4.0,3.5,3.5,2.0,3.5,3.5,3.5,3.0,2.0,3.0,3.0,4.0,3.5,4.0,3.5
queen_LocalLoss_3.ply,1.0,1.5,2.5,1.5,1.0,1.5,1.0,1.5,2.5,2.0,2.0,2.0,1.5,1.0,2.0,2.5
Facade00009_RayleighNoise_3.ply,3.5,4.5,4.0,4.0,3.0,4.0,3.5,3.0,3.5,3.5,3.5,3.0,3.0,4.0,3.0,4.5
BirdV4_MultiplicativeGaussianNoise_3.ply,3.0,4.5,3.5,3.5,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,4.0,3.5,3.5,4.5
RpManuelAnimated001Dancing_CorrelatedGaussianNoise_4.ply,3.0,4.0,3.5,3.0,3.0,2.5,3.0,2.5,3.0,3.0,3.5,2.5,3.5,3.5,3.0,3.5
TibetanFox_LocalLoss_2.ply,1.0,3.0,2.5,3.0,2.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,1.5,3.0,2.5
Caffe_CorrelatedGaussianNoise_4.ply,3.0,3.0,3.5,3.5,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.5,4.0
soldier_DownSample_4.ply,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,4.5,4.0,4.5,4.5
Rock1_ContrastDistortion_1.ply,3.5,4.5,4.0,4.0,4.0,2.5,3.0,3.0,3.5,3.5,3.5,3.5,4.5,3.5,3.5,3.5
Man_DownSample_6.ply,2.0,3.5,3.5,3.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,2.5,3.5,3.5,2.5,2.5
AustralianCattleDog_limitlossyG-lossyA_6.ply,1.5,1.5,2.0,2.5,2.0,1.5,2.0,2.0,2.0,1.5,2.0,2.5,2.0,2.5,2.5,2.0
Facade00064_LocalRotation_5.ply,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0
redandblack_LocalLoss_3.ply,5.0,4.5,3.0,3.5,5.0,4.5,2.0,5.0,3.0,2.5,2.5,2.5,3.0,2.0,5.0,3.0
crabV2_ColorQuantizationDither_7.ply,1.5,3.0,3.5,2.5,1.5,2.0,2.5,2.0,2.5,2.0,2.0,2.5,2.0,1.5,2.0,3.5
RpFabiennePercyPosed001_C2AI-lossless-geom-lossy-attrs_7.ply,2.5,2.0,2.5,2.5,2.0,2.0,2.5,3.5,2.5,2.5,3.0,2.0,1.5,2.0,2.5,3.0
BricksWall_GammaNoise_5.ply,3.0,4.0,2.5,3.5,3.0,3.0,4.0,3.0,3.0,3.0,3.5,2.5,4.0,4.0,3.0,3.5
soldier_C2AI-lossy-geom-lossless-attrs_4.ply,2.5,2.5,2.5,3.5,2.0,2.5,3.0,2.0,3.0,3.0,4.0,2.5,3.5,3.0,3.0,3.5
loot_HighFrequencyNoise_5.ply,3.0,4.0,3.5,3.0,3.0,3.0,4.0,3.0,3.0,3.5,3.5,2.5,4.0,4.0,3.5,4.5
HouseWithoutRoof_losslessG-lossyA_3.ply,4.5,5.0,4.5,4.5,4.0,4.5,4.5,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.5
Whale_LocalOffset_3.ply,1.0,3.5,3.0,2.0,1.0,1.0,2.0,2.0,2.5,2.5,3.0,2.5,1.5,2.0,2.5,2.5
aya_PoissonNoise_7.ply,3.0,4.5,3.5,2.5,4.0,2.5,3.5,3.0,3.0,3.0,4.0,3.0,4.0,3.5,4.0,4.0
ParrotV1_C2AI-lossless-geom-lossy-attrs_3.ply,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.5,3.0,5.0,4.0,4.5,4.5,4.5,4.5
Soccer_CorrelatedGaussianNoise_3.ply,3.0,4.5,3.5,3.0,3.0,3.0,3.5,3.5,3.0,3.0,3.0,2.5,4.0,3.5,3.5,4.0
HearNoEvilMonkey_SaturationDistortion_3.ply,4.0,4.0,4.0,3.5,3.5,2.5,4.0,3.0,3.0,3.0,4.0,3.5,4.0,3.5,3.0,4.0
longdress_losslessG-lossyA_6.ply,2.5,2.5,2.5,2.5,2.0,2.5,3.0,2.0,3.0,2.5,3.0,2.5,3.0,2.5,3.0,3.5
ScarletSnake_lossy-geom-lossy-attrs_7.ply,2.0,1.5,2.0,2.0,2.0,2.0,2.5,2.0,2.5,2.5,2.0,2.5,2.0,2.0,2.0,2.0
loot_HighFrequencyNoise_3.ply,3.0,4.5,4.0,4.0,3.0,4.0,4.0,3.5,3.5,3.5,4.0,2.5,4.0,5.0,4.0,4.0
RpManuelAnimated001Dancing_C2AI-lossless-geom-lossy-attrs_4.ply,2.5,3.0,4.0,3.5,2.0,3.0,3.5,2.0,3.5,3.5,4.0,2.5,4.0,3.5,4.0,4.0
banjofrog_limitlossyG-lossyA_6.ply,2.0,3.0,3.0,1.5,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.5,2.0,2.5,2.5,2.0
BirdToucan_MeanShift_3.ply,4.0,4.5,4.0,3.0,3.5,2.5,4.0,4.0,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0
BirdV6_Octree_3.ply,2.0,3.5,2.5,1.5,2.5,2.5,3.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,2.5,2.0
Caffe_ContrastDistortion_3.ply,3.5,4.5,3.5,3.0,3.0,2.5,3.5,2.5,3.0,2.5,4.0,3.0,4.0,3.0,3.5,3.0
Birdv1_losslessG-lossyA_5.ply,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0
DobermanPinscher_ContrastDistortion_5.ply,2.5,3.0,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,3.5,3.0,2.5,3.0,2.5,3.0
Rock1_Octree_1.ply,5.0,2.5,4.0,5.0,3.5,4.0,3.5,4.0,4.5,3.5,4.5,4.0,3.5,4.0,5.0,4.0
Table_SaturationDistortion_3.ply,2.0,2.5,4.5,2.5,3.5,4.0,3.0,3.0,3.5,3.0,4.0,3.5,2.5,3.0,2.5,4.0
Handcream_C2AI-lossy-geom-lossy-attrs_6.ply,2.0,3.5,3.5,4.0,3.0,3.5,4.0,3.5,4.0,3.0,3.5,3.5,3.5,3.0,4.0,3.5
Wood_Octree_5.ply,1.0,2.0,1.5,1.0,2.0,2.5,1.0,2.0,2.0,1.5,2.0,1.0,2.0,2.0,2.5,2.5
ToyDog_UniformNoise_1.ply,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
Baldness_limitlossyG-lossyA_6.ply,1.5,1.5,1.5,1.5,2.5,2.0,2.0,2.5,2.0,1.5,1.5,2.0,1.5,1.0,2.0,2.5
Facade00064_GaussianNoise_4.ply,1.0,2.0,1.5,1.0,1.5,2.0,1.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,3.0,2.0
Asterix_GammaNoise_4.ply,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.5,3.0,3.5,3.0,3.5,2.5
ToyDog_reconstruction_3.ply,4.0,3.5,3.5,4.0,3.5,4.0,3.5,3.5,3.5,4.0,3.5,4.0,3.5,4.0,4.0,3.5
Baldness_limitlossyG-lossyA_3.ply,5.0,5.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5
BirdV2_losslessG-lossyA_7.ply,3.0,3.5,2.5,3.5,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.5,3.0,3.5,3.5,3.5
BirdV3_MultiplicativeGaussianNoise_1.ply,4.0,3.5,3.5,4.0,3.5,3.5,3.5,4.0,4.0,3.5,3.5,3.0,3.0,3.5,3.0,4.0
Thaidancer_ContrastDistortion_1.ply,5.0,4.5,4.0,5.0,4.0,4.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,4.0,5.0,4.0
BirdV4_MultiplicativeGaussianNoise_5.ply,3.0,3.0,2.0,3.0,3.0,3.5,3.0,3.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0
redandblack_SaturationDistortion_5.ply,2.0,2.5,2.5,2.5,3.5,4.0,3.0,3.0,3.0,2.5,3.0,3.0,2.5,3.0,2.5,2.0
Mario_Octree_1.ply,4.0,3.5,3.0,4.5,3.5,4.0,3.5,4.5,4.0,3.0,4.0,3.0,4.0,4.0,3.5,3.5
banjofrog_limitlossyG-lossyA_3.ply,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,5.0,4.5
RpDennisPosed004_LocalOffset_2.ply,2.0,3.0,2.0,2.5,2.5,2.0,5.0,3.0,3.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0
DuckV1_reconstruction_4.ply,4.5,3.5,4.5,4.0,3.5,4.0,4.5,4.0,4.0,3.5,4.5,4.0,3.5,3.5,4.5,4.0
RpFabiennePercyPosed001_LocalOffset_2.ply,3.5,4.0,3.0,3.5,3.0,2.5,5.0,4.0,4.0,3.0,2.0,3.5,3.5,3.5,3.5,3.5
Mario_reconstruction_6.ply,3.5,4.5,3.5,4.0,3.5,3.5,5.0,4.5,4.0,4.5,4.5,4.0,4.0,4.5,4.5,4.0
Man_MeanShift_5.ply,2.5,3.0,2.5,2.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,2.5,3.5,2.5,2.5
HouseWithoutRoof_losslessG-lossyA_5.ply,4.0,3.5,5.0,4.5,3.0,4.0,4.0,3.0,4.0,3.5,3.5,4.5,4.0,4.5,4.5,4.0
bristleback_GaussianNoise_7.ply,1.5,3.0,1.5,2.0,2.5,3.0,2.0,3.0,3.0,1.5,2.5,2.5,3.0,2.0,3.0,3.0
RpClaudiaRigged_ChromaticAberration_4.ply,1.5,3.0,2.5,2.5,2.5,3.0,3.0,2.5,3.5,1.5,3.0,2.5,3.0,2.0,3.0,3.0
RpFabiennePercyPosed001_LocalOffset_1.ply,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,2.5,4.0,5.0,3.0,5.0,3.5
crabV2_ColorQuantizationDither_5.ply,3.0,3.0,2.5,3.0,3.5,3.5,3.0,3.0,3.5,2.5,3.0,3.0,3.0,3.0,2.5,3.0
4armsMonstre_Octree_5.ply,2.0,2.0,2.0,2.5,3.0,2.0,2.0,2.5,2.0,1.0,2.0,2.0,2.5,2.0,2.0,3.0
StatueV1_C2AI-lossless-geom-lossy-attrs_6.ply,1.5,2.5,2.0,3.5,2.5,2.5,2.5,3.0,2.5,1.0,2.0,2.0,3.0,2.5,2.5,4.0
model_SaltpepperNoise_1.ply,3.5,3.0,3.0,4.0,3.0,3.0,3.5,4.0,4.0,3.0,3.5,4.5,4.0,4.0,3.5,3.5
Cat_PoissonNoise_4.ply,4.0,5.0,3.0,4.0,4.0,4.0,4.5,4.0,4.5,4.5,4.5,4.0,4.0,4.5,5.0,5.0
HouseWithoutRoof_losslessG-lossyA_4.ply,4.5,5.0,4.5,5.0,3.0,4.5,5.0,3.5,4.5,4.5,4.5,4.0,4.0,5.0,4.0,5.0
HouseWithoutRoof_QuantizationNoise_7.ply,2.5,3.5,2.5,2.5,3.0,3.5,3.0,2.5,3.5,2.5,3.0,3.0,3.0,3.5,3.5,3.0
Chicken_QuantizationNoise_4.ply,2.5,4.5,2.5,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.5,4.0,3.5,3.5,4.0
Cat_ColorNoise_6.ply,3.5,3.5,3.0,3.0,3.5,4.0,3.5,3.5,4.0,3.0,4.0,3.0,3.5,3.5,3.5,3.5
HouseWithoutRoof_LocalLoss_5.ply,1.5,2.5,2.0,1.5,2.5,1.5,3.0,3.0,2.0,1.5,1.5,2.0,2.0,2.0,2.5,2.0
lowpolycarsset2_ChromaticAberration_7.ply,2.0,1.5,2.5,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.5,3.0,2.5,3.0
dancer_lossless-geom-nearlossless-attrs_4.ply,3.5,5.0,5.0,4.5,4.0,4.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,5.0,4.5
HouseWithoutRoof_GaussianShifting_5.ply,1.5,2.0,2.0,2.0,2.0,2.0,2.5,2.0,3.0,2.5,1.5,3.0,2.5,2.0,2.5,3.0
Shark_HighFrequencyNoise_4.ply,3.0,3.5,3.0,3.5,3.5,3.5,4.0,3.5,4.0,3.0,4.0,3.5,3.5,3.5,3.5,3.5
RedHorse_LocalRotation_4.ply,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.5
QQdog_MeanShift_4.ply,2.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.5,2.5,4.0,3.5,3.0,3.0,2.5,4.0
GermanBoxer_SaltpepperNoise_1.ply,3.5,4.0,3.0,4.0,3.5,3.5,4.0,4.0,4.0,3.0,3.5,4.5,3.5,3.5,3.5,3.0
Statue_HighFrequencyNoise_4.ply,3.0,3.0,3.0,3.5,3.5,3.0,3.0,3.5,4.0,3.0,4.0,3.5,3.0,3.0,3.0,3.5
Chicken_QuantizationNoise_7.ply,2.5,3.5,2.5,3.0,3.0,3.5,4.0,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,4.0
Facade00064_losslessG-limitlossyA_3.ply,4.0,4.0,5.0,5.0,4.0,4.5,5.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,4.5
Fish_reconstruction_6.ply,4.0,4.5,3.5,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
RpFabiennePercyPosed001_ContrastDistortion_5.ply,2.0,3.0,2.5,2.5,3.0,3.0,2.5,2.0,2.0,2.5,3.0,3.0,3.0,2.5,2.5,2.0
Facade00064_LocalOffset_4.ply,1.0,1.5,2.0,1.5,2.5,1.5,1.0,1.5,2.0,1.0,1.0,2.0,2.0,1.5,1.5,1.5
longdress_RayleighNoise_4.ply,2.5,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,3.0
BricksWall_QuantizationNoise_3.ply,3.0,5.0,4.0,4.0,4.0,3.5,5.0,4.0,4.0,4.0,4.0,3.5,4.0,3.0,4.0,4.0
RpFabiennePercyPosed001_C2AI-lossless-geom-lossy-attrs_6.ply,2.5,4.0,2.0,3.0,3.0,3.5,2.0,3.5,2.5,2.5,3.0,2.5,2.5,3.0,3.0,3.0
BirdToucan_losslessG-limitlossyA_3.ply,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,4.5
CardiganWelshCorgi_ColorNoise_4.ply,4.0,4.0,3.0,4.0,4.0,3.5,4.0,4.5,4.0,3.5,4.5,3.5,4.0,4.0,4.0,3.5
RpManuelAnimated001Dancing_LocalRotation_3.ply,1.0,2.5,3.0,1.5,2.5,1.5,3.0,3.0,2.0,1.5,2.0,2.5,2.5,3.0,2.0,2.0
queen_ColorNoise_3.ply,3.5,3.5,3.5,3.0,3.5,3.5,4.0,4.0,4.0,3.5,4.5,3.5,4.0,3.5,3.5,3.5
ParrotV1_C2AI-lossless-geom-lossy-attrs_6.ply,2.5,4.0,3.5,3.5,3.0,4.0,4.5,3.5,4.0,4.0,4.0,3.5,4.0,3.5,4.0,3.5
Handcream_ColorNoise_6.ply,2.5,3.0,3.0,3.0,3.0,3.0,3.5,3.5,4.0,3.0,4.0,3.5,3.5,3.5,3.5,3.0
aya_lossless-geom-lossy-attrs_5.ply,4.0,4.5,4.5,4.0,4.5,4.0,4.5,4.0,5.0,5.0,4.0,4.0,5.0,3.5,5.0,5.0
BB8New_LocalRotation_2.ply,2.5,5.0,3.0,2.5,2.5,2.5,3.0,5.0,4.0,2.0,2.0,2.5,3.0,3.0,3.0,4.5
Soccer_MeanShift_3.ply,3.0,3.5,2.5,3.5,3.5,3.0,3.5,3.0,3.0,3.5,3.0,3.0,4.0,3.5,2.5,3.0
dancer_losslessG-limitlossyA_6.ply,4.0,3.0,3.5,3.5,3.0,3.0,4.0,3.5,4.0,2.5,4.0,3.0,3.5,3.0,3.0,3.0
BirdV2_losslessG-lossyA_4.ply,5.0,5.0,4.5,5.0,4.5,4.0,5.0,4.5,4.5,4.5,5.0,3.5,4.5,4.0,5.0,4.5
Caffe_GaussianShifting_2.ply,3.5,3.5,2.0,3.5,3.0,3.0,4.0,2.5,3.0,2.5,4.0,3.0,3.0,3.0,4.0,3.5
FishV1_GammaNoise_5.ply,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,2.5,3.5,3.5,3.0,3.0,3.0,3.0
Facade00064_RayleighNoise_5.ply,2.5,3.0,3.0,2.0,2.5,2.5,2.0,2.0,2.0,1.5,2.0,2.0,2.0,2.5,3.0,3.0
Mario_GaussianShifting_3.ply,3.5,3.5,2.0,3.5,3.0,3.0,4.0,4.0,3.5,3.0,3.5,3.0,3.5,3.0,4.0,3.5
BirdV6_Octree_2.ply,2.5,2.5,3.0,2.0,2.5,3.0,3.0,3.5,2.0,2.5,3.5,3.0,2.5,3.0,3.0,3.0
redandblack_LocalLoss_1.ply,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.5,4.5,3.0,5.0,5.0,5.0,5.0,5.0,4.5
jetanima_MultiplicativeGaussianNoise_5.ply,3.5,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,2.0,3.0,3.5,3.0,3.0,3.0,3.0
Facade00064_LocalOffset_2.ply,2.0,2.0,3.0,1.5,2.5,2.5,2.5,3.0,2.0,1.0,1.5,2.5,3.0,2.0,3.0,2.5
redandblack_LocalLoss_2.ply,3.5,3.0,3.0,2.0,2.0,2.5,5.0,3.0,3.0,1.5,5.0,3.0,3.0,2.0,3.0,2.5
Man_C2AI-lossy-geom-lossy-attrs_3.ply,4.5,4.0,5.0,4.5,4.0,4.0,5.0,4.5,4.5,4.0,5.0,4.5,5.0,4.0,4.5,5.0
model_HighFrequencyNoise_7.ply,2.5,2.5,1.5,2.0,2.0,3.0,2.0,2.5,3.0,2.5,3.0,3.0,2.5,3.0,3.0,3.0
Statue_GammaNoise_3.ply,3.0,3.0,3.0,2.5,2.5,3.0,3.0,3.0,3.0,2.0,3.5,3.5,3.0,3.0,3.5,3.0
DobermanPinscher_ContrastDistortion_4.ply,2.5,2.5,2.5,2.0,3.0,3.5,3.0,2.0,2.0,2.5,3.0,3.5,3.0,3.0,2.5,3.0
redandblack_LocalLoss_5.ply,2.5,2.0,2.0,1.0,2.0,2.5,2.5,2.5,2.5,1.0,1.5,2.0,2.5,2.0,2.0,2.0
