name,mos,class
p52_gpcc-octree-predlift_r04.ply,4.330209502,building
p52_gpcc-octree-predlift_r05.ply,4.690885393,building
p52_gpcc-octree-predlift_r06.ply,4.689244013,building
p52_gpcc-octree-raht_r02.ply,1.444360721,building
p52_gpcc-octree-raht_r03.ply,2.684165053,building
p52_gpcc-octree-raht_r04.ply,4.060588257,building
p52_gpcc-octree-raht_r05.ply,4.629823953,building
p52_gpcc-octree-raht_r06.ply,4.719335078,building
p52_vpcc_r00.ply,2.28501467,building
p52_vpcc_r01.ply,2.809621563,building
p52_vpcc_r02.ply,3.622270823,building
p52_vpcc_r03.ply,4.129479637,building
p52_vpcc_r04.ply,4.610575072,building
p52_vpcc_r05.ply,4.62092582,building
p53_geocnn_r01.ply,3.939469182,building
p53_geocnn_r02.ply,4.455344984,building
p53_geocnn_r03.ply,4.621951482,building
p53_geocnn_r04.ply,4.454089047,building
p53_gpcc-octree-predlift_r02.ply,1.381790812,building
p53_gpcc-octree-predlift_r03.ply,2.848597902,building
p53_gpcc-octree-predlift_r04.ply,4.367854781,building
p53_gpcc-octree-predlift_r05.ply,4.421758918,building
p53_gpcc-octree-predlift_r06.ply,4.675593064,building
p53_gpcc-octree-raht_r02.ply,1.149159294,building
p53_gpcc-octree-raht_r03.ply,2.456872563,building
p53_gpcc-octree-raht_r04.ply,4.088259577,building
p53_gpcc-octree-raht_r05.ply,4.584283841,building
p53_gpcc-octree-raht_r06.ply,4.611492358,building
p53_vpcc_r00.ply,1.880677781,building
p53_vpcc_r01.ply,2.772630243,building
p53_vpcc_r02.ply,3.962041652,building
p53_vpcc_r03.ply,4.437739724,building
p53_vpcc_r04.ply,4.528875562,building
p53_vpcc_r05.ply,4.64881738,building
p54_geocnn_r01.ply,2.623281086,building
p54_geocnn_r02.ply,3.526444449,building
p54_geocnn_r03.ply,4.013297568,building
p54_geocnn_r04.ply,4.210389089,building
p54_gpcc-octree-predlift_r02.ply,1.231039536,building
p54_gpcc-octree-predlift_r03.ply,2.983401665,building
p54_gpcc-octree-predlift_r04.ply,4.315334367,building
p54_gpcc-octree-predlift_r05.ply,4.349258448,building
p54_gpcc-octree-predlift_r06.ply,4.557353126,building
p54_gpcc-octree-raht_r02.ply,1.355942404,building
p54_gpcc-octree-raht_r03.ply,3.10835136,building
p54_gpcc-octree-raht_r04.ply,4.176754842,building
p54_gpcc-octree-raht_r05.ply,4.410068369,building
p54_gpcc-octree-raht_r06.ply,4.496308912,building
p54_vpcc_r00.ply,2.684445984,building
p54_vpcc_r01.ply,3.37622619,building
p54_vpcc_r02.ply,4.107143556,building
p54_vpcc_r03.ply,4.469839144,building
p54_vpcc_r04.ply,4.484426471,building
p54_vpcc_r05.ply,4.350569411,building
p55_geocnn_r01.ply,3.783632047,building
p55_geocnn_r02.ply,4.12481811,building
p55_geocnn_r03.ply,4.666320169,building
p55_geocnn_r04.ply,4.665389674,building
p55_gpcc-octree-predlift_r02.ply,1.463852506,building
p55_gpcc-octree-predlift_r03.ply,3.445073732,building
p55_gpcc-octree-predlift_r04.ply,4.395131256,building
p55_gpcc-octree-predlift_r05.ply,4.690651644,building
p55_gpcc-octree-predlift_r06.ply,4.60131312,building
p55_gpcc-octree-raht_r02.ply,1.36486422,building
p55_gpcc-octree-raht_r03.ply,3.187863836,building
p55_gpcc-octree-raht_r04.ply,4.291041785,building
p55_gpcc-octree-raht_r05.ply,4.68778212,building
p55_gpcc-octree-raht_r06.ply,4.683889489,building
p55_vpcc_r00.ply,2.913663905,building
p55_vpcc_r01.ply,3.650169748,building
p55_vpcc_r02.ply,4.350406135,building
p55_vpcc_r03.ply,4.566576792,building
p55_vpcc_r04.ply,4.765317431,building
p55_vpcc_r05.ply,4.590784738,building
p56_geocnn_r01.ply,2.941216968,building
p56_geocnn_r02.ply,4.193777326,building
p56_geocnn_r03.ply,4.644408375,building
p56_geocnn_r04.ply,4.504202941,building
p56_gpcc-octree-predlift_r02.ply,1.187226624,building
p56_gpcc-octree-predlift_r03.ply,3.092619776,building
p56_gpcc-octree-predlift_r04.ply,4.365095594,building
p56_gpcc-octree-predlift_r05.ply,4.592687188,building
p56_gpcc-octree-predlift_r06.ply,4.780289183,building
p56_gpcc-octree-raht_r02.ply,1.389753643,building
p56_gpcc-octree-raht_r03.ply,3.226979502,building
p56_gpcc-octree-raht_r04.ply,4.59706816,building
p56_gpcc-octree-raht_r05.ply,4.69476242,building
p56_gpcc-octree-raht_r06.ply,4.707986859,building
p56_vpcc_r00.ply,1.656196981,building
p56_vpcc_r01.ply,2.39441292,building
p56_vpcc_r02.ply,2.889707503,building
p56_vpcc_r03.ply,3.39756445,building
p56_vpcc_r04.ply,3.860098574,building
p56_vpcc_r05.ply,4.301037549,building
p57_geocnn_r01.ply,3.009448702,building
p57_geocnn_r02.ply,3.86235418,building
p57_geocnn_r03.ply,4.442475932,building
p57_geocnn_r04.ply,4.271015177,building
p57_gpcc-octree-predlift_r02.ply,1.302066411,building
p57_gpcc-octree-predlift_r03.ply,2.641010331,building
p57_gpcc-octree-predlift_r04.ply,4.131134718,building
p57_gpcc-octree-predlift_r05.ply,4.45242974,building
p57_gpcc-octree-predlift_r06.ply,4.225220407,building
p57_gpcc-octree-raht_r02.ply,1.300589193,building
p57_gpcc-octree-raht_r03.ply,2.855015407,building
p57_gpcc-octree-raht_r04.ply,4.133991247,building
p57_gpcc-octree-raht_r05.ply,4.200136476,building
p57_gpcc-octree-raht_r06.ply,4.342447008,building
p57_vpcc_r00.ply,2.419139331,building
p57_vpcc_r01.ply,3.145711955,building
p57_vpcc_r02.ply,3.902911403,building
p57_vpcc_r03.ply,4.138469658,building
p57_vpcc_r04.ply,4.332537405,building
p57_vpcc_r05.ply,4.341575609,building
p58_geocnn_r01.ply,2.704143026,building
p58_geocnn_r02.ply,3.362763119,building
p58_geocnn_r03.ply,3.863402614,building
p58_geocnn_r04.ply,3.668401365,building
p58_gpcc-octree-predlift_r02.ply,1.291111214,building
p58_gpcc-octree-predlift_r03.ply,2.788944036,building
p58_gpcc-octree-predlift_r04.ply,4.100542129,building
p58_gpcc-octree-predlift_r05.ply,4.551615868,building
p58_gpcc-octree-predlift_r06.ply,4.543487173,building
p58_gpcc-octree-raht_r02.ply,1.659684686,building
p58_gpcc-octree-raht_r03.ply,2.906914152,building
p58_gpcc-octree-raht_r04.ply,4.045772766,building
p58_gpcc-octree-raht_r05.ply,4.340798749,building
p58_gpcc-octree-raht_r06.ply,4.403024957,building
p58_vpcc_r00.ply,2.663626127,building
p58_vpcc_r01.ply,3.23201845,building
p58_vpcc_r02.ply,3.961823573,building
p58_vpcc_r03.ply,4.20918926,building
p58_vpcc_r04.ply,4.212241478,building
p58_vpcc_r05.ply,4.298564262,building
p59_geocnn_r01.ply,3.028681024,building
p59_geocnn_r02.ply,3.903606565,building
p59_geocnn_r03.ply,3.722147917,building
p59_geocnn_r04.ply,3.882077481,building
p59_gpcc-octree-predlift_r02.ply,1.29697039,building
p59_gpcc-octree-predlift_r03.ply,2.553241209,building
p59_gpcc-octree-predlift_r04.ply,3.764816305,building
p59_gpcc-octree-predlift_r05.ply,4.244827575,building
p59_gpcc-octree-predlift_r06.ply,4.344014092,building
p59_gpcc-octree-raht_r02.ply,1.313052822,building
p59_gpcc-octree-raht_r03.ply,2.372908229,building
p59_gpcc-octree-raht_r04.ply,3.551949657,building
p59_gpcc-octree-raht_r05.ply,4.251386231,building
p59_gpcc-octree-raht_r06.ply,4.219517736,building
p59_vpcc_r00.ply,2.119839459,building
p59_vpcc_r01.ply,2.711937089,building
p59_vpcc_r02.ply,3.146313242,building
p59_vpcc_r03.ply,3.992465395,building
p59_vpcc_r04.ply,4.096196738,building
p59_vpcc_r05.ply,4.197061059,building
p60_geocnn_r01.ply,2.960392441,building
p60_geocnn_r02.ply,3.580412687,building
p60_geocnn_r03.ply,3.763037565,building
p60_geocnn_r04.ply,4.019666862,building
p60_gpcc-octree-predlift_r02.ply,1.637487987,building
p60_gpcc-octree-predlift_r03.ply,2.891705732,building
p60_gpcc-octree-predlift_r04.ply,4.408562962,building
p60_gpcc-octree-predlift_r05.ply,4.377641831,building
p60_gpcc-octree-predlift_r06.ply,4.648183406,building
p60_gpcc-octree-raht_r02.ply,1.501848528,building
p60_gpcc-octree-raht_r03.ply,2.773132596,building
p60_gpcc-octree-raht_r04.ply,4.110307629,building
p60_gpcc-octree-raht_r05.ply,4.455143473,building
p60_gpcc-octree-raht_r06.ply,4.525313237,building
p60_vpcc_r00.ply,2.545480272,building
p60_vpcc_r01.ply,3.554710073,building
p60_vpcc_r02.ply,4.242311831,building
p60_vpcc_r03.ply,4.341024197,building
p60_vpcc_r04.ply,4.606787596,building
p60_vpcc_r05.ply,4.681665952,building
p61_geocnn_r01.ply,3.659077522,building
p61_geocnn_r02.ply,3.393526271,building
p61_geocnn_r03.ply,3.78647044,building
p61_geocnn_r04.ply,4.051825399,building
p61_gpcc-octree-predlift_r02.ply,1.475273054,building
p61_gpcc-octree-predlift_r03.ply,2.847821874,building
p61_gpcc-octree-predlift_r04.ply,4.364495295,building
p61_gpcc-octree-predlift_r05.ply,4.518821035,building
p61_gpcc-octree-predlift_r06.ply,4.459766078,building
p61_gpcc-octree-raht_r02.ply,1.273130322,building
p61_gpcc-octree-raht_r03.ply,2.826136319,building
p61_gpcc-octree-raht_r04.ply,4.421197401,building
p61_gpcc-octree-raht_r05.ply,4.434462427,building
p61_gpcc-octree-raht_r06.ply,4.529744807,building
p61_vpcc_r00.ply,2.552696135,building
p61_vpcc_r01.ply,3.596325096,building
p61_vpcc_r02.ply,4.232167841,building
p61_vpcc_r03.ply,4.397402546,building
p61_vpcc_r04.ply,4.151473461,building
p61_vpcc_r05.ply,4.66443254,building
p62_geocnn_r01.ply,2.825028426,building
p62_geocnn_r02.ply,3.477822996,building
p62_geocnn_r03.ply,3.895996005,building
p62_geocnn_r04.ply,3.943642731,building
p62_gpcc-octree-predlift_r02.ply,1.322724366,building
p62_gpcc-octree-predlift_r03.ply,2.68815928,building
p62_gpcc-octree-predlift_r04.ply,4.230922623,building
p62_gpcc-octree-predlift_r05.ply,4.307901083,building
p62_gpcc-octree-predlift_r06.ply,4.385568407,building
p62_gpcc-octree-raht_r02.ply,1.145550353,building
p62_gpcc-octree-raht_r03.ply,2.596899092,building
p62_gpcc-octree-raht_r04.ply,4.050095743,building
p62_gpcc-octree-raht_r05.ply,4.366421463,building
p62_gpcc-octree-raht_r06.ply,4.565675084,building
p62_vpcc_r00.ply,2.259142255,building
p62_vpcc_r01.ply,2.744764105,building
p62_vpcc_r02.ply,3.717128128,building
p62_vpcc_r03.ply,4.169321507,building
p62_vpcc_r04.ply,4.42985094,building
p62_vpcc_r05.ply,4.378187424,building
p63_geocnn_r01.ply,4.231379676,building
p63_geocnn_r02.ply,4.614782952,building
p63_geocnn_r03.ply,4.626061496,building
p63_geocnn_r04.ply,4.683181115,building
p63_gpcc-octree-predlift_r02.ply,1.409194766,building
p63_gpcc-octree-predlift_r03.ply,2.931192034,building
p63_gpcc-octree-predlift_r04.ply,4.374067879,building
p63_gpcc-octree-predlift_r05.ply,4.551565458,building
p63_gpcc-octree-predlift_r06.ply,4.63208162,building
p63_gpcc-octree-raht_r02.ply,1.287128172,building
p63_gpcc-octree-raht_r03.ply,2.381459816,building
p63_gpcc-octree-raht_r04.ply,3.908396282,building
p63_gpcc-octree-raht_r05.ply,4.727982837,building
p63_gpcc-octree-raht_r06.ply,4.623695817,building
p63_vpcc_r00.ply,1.914588845,building
p63_vpcc_r01.ply,2.344489399,building
p63_vpcc_r02.ply,2.943418815,building
p63_vpcc_r03.ply,4.218042945,building
p63_vpcc_r04.ply,4.682696306,building
p63_vpcc_r05.ply,4.679833342,building
p64_geocnn_r01.ply,3.776748018,building
p64_geocnn_r02.ply,4.447655637,building
p64_geocnn_r03.ply,4.55243417,building
p64_geocnn_r04.ply,4.60238228,building
p64_gpcc-octree-predlift_r02.ply,1.432737053,building
p64_gpcc-octree-predlift_r03.ply,3.075746926,building
p64_gpcc-octree-predlift_r04.ply,4.469924182,building
p64_gpcc-octree-predlift_r05.ply,4.474417117,building
p64_gpcc-octree-predlift_r06.ply,4.543047666,building
p64_gpcc-octree-raht_r02.ply,1.290626193,building
p64_gpcc-octree-raht_r03.ply,3.103947805,building
p64_gpcc-octree-raht_r04.ply,4.321475629,building
p64_gpcc-octree-raht_r05.ply,4.65052238,building
p64_gpcc-octree-raht_r06.ply,4.716474927,building
p64_vpcc_r00.ply,2.671021156,building
p64_vpcc_r01.ply,3.613202279,building
p64_vpcc_r02.ply,4.233213915,building
p64_vpcc_r03.ply,4.575568028,building
p64_vpcc_r04.ply,4.504893708,building
p64_vpcc_r05.ply,4.710768164,building
p65_geocnn_r01.ply,3.643278302,landscape
p65_geocnn_r02.ply,4.258069576,landscape
p65_geocnn_r03.ply,4.618588718,landscape
p65_geocnn_r04.ply,4.45732721,landscape
p65_gpcc-octree-predlift_r02.ply,1.306347717,landscape
p65_gpcc-octree-predlift_r03.ply,2.613250216,landscape
p65_gpcc-octree-predlift_r04.ply,4.041872133,landscape
p65_gpcc-octree-predlift_r05.ply,4.253184066,landscape
p65_gpcc-octree-predlift_r06.ply,4.395871171,landscape
p65_gpcc-octree-raht_r02.ply,1.129550612,landscape
p65_gpcc-octree-raht_r03.ply,2.36512381,landscape
p65_gpcc-octree-raht_r04.ply,4.012195419,landscape
p65_gpcc-octree-raht_r05.ply,4.342329384,landscape
p65_gpcc-octree-raht_r06.ply,4.462116757,landscape
p65_vpcc_r00.ply,1.762572255,landscape
p65_vpcc_r01.ply,2.82703473,landscape
p65_vpcc_r02.ply,3.582078283,landscape
p65_vpcc_r03.ply,4.298589654,landscape
p65_vpcc_r04.ply,4.414700261,landscape
p65_vpcc_r05.ply,4.493763308,landscape
p66_geocnn_r01.ply,3.282988809,landscape
p66_geocnn_r02.ply,4.240204208,landscape
p66_geocnn_r03.ply,4.378614418,landscape
p66_geocnn_r04.ply,4.474890628,landscape
p66_gpcc-octree-predlift_r02.ply,1.264118519,landscape
p66_gpcc-octree-predlift_r03.ply,3.138929965,landscape
p66_gpcc-octree-predlift_r04.ply,4.276442139,landscape
p66_gpcc-octree-predlift_r05.ply,4.652210567,landscape
p66_gpcc-octree-predlift_r06.ply,4.733174021,landscape
p66_gpcc-octree-raht_r02.ply,1.311417432,landscape
p66_gpcc-octree-raht_r03.ply,2.760133355,landscape
p66_gpcc-octree-raht_r04.ply,4.050416732,landscape
p66_gpcc-octree-raht_r05.ply,4.460358755,landscape
p66_gpcc-octree-raht_r06.ply,4.672288031,landscape
p66_vpcc_r00.ply,1.66468534,landscape
p66_vpcc_r01.ply,2.765893309,landscape
p66_vpcc_r02.ply,3.466318078,landscape
p66_vpcc_r03.ply,4.054035604,landscape
p66_vpcc_r04.ply,4.223417414,landscape
p66_vpcc_r05.ply,4.342792416,landscape
p67_geocnn_r01.ply,2.874972718,landscape
p67_geocnn_r02.ply,3.849290442,landscape
p67_geocnn_r03.ply,4.062737173,landscape
p67_geocnn_r04.ply,4.289547425,landscape
p67_gpcc-octree-predlift_r02.ply,1.380175034,landscape
p67_gpcc-octree-predlift_r03.ply,3.059535628,landscape
p67_gpcc-octree-predlift_r04.ply,4.549355116,landscape
p67_gpcc-octree-predlift_r05.ply,4.477685234,landscape
p67_gpcc-octree-predlift_r06.ply,4.497375629,landscape
p67_gpcc-octree-raht_r02.ply,1.145133668,landscape
p67_gpcc-octree-raht_r03.ply,2.944990442,landscape
p67_gpcc-octree-raht_r04.ply,4.295487728,landscape
p67_gpcc-octree-raht_r05.ply,4.5391638,landscape
p67_gpcc-octree-raht_r06.ply,4.682497969,landscape
p67_vpcc_r00.ply,2.391726045,landscape
p67_vpcc_r01.ply,3.440946917,landscape
p67_vpcc_r02.ply,3.909153367,landscape
p67_vpcc_r03.ply,4.351303534,landscape
p67_vpcc_r04.ply,4.498156017,landscape
p67_vpcc_r05.ply,4.460794476,landscape
p68_geocnn_r03.ply,4.498506868,landscape
p68_geocnn_r04.ply,4.651339326,landscape
p68_gpcc-octree-predlift_r02.ply,1.275107362,landscape
p68_gpcc-octree-predlift_r03.ply,3.255462294,landscape
p68_gpcc-octree-predlift_r04.ply,4.345723406,landscape
p68_gpcc-octree-predlift_r05.ply,4.361668898,landscape
p68_gpcc-octree-predlift_r06.ply,4.616684275,landscape
p68_gpcc-octree-raht_r02.ply,1.13505233,landscape
p68_gpcc-octree-raht_r03.ply,3.576771602,landscape
p68_gpcc-octree-raht_r04.ply,4.438555016,landscape
p68_gpcc-octree-raht_r05.ply,4.624152716,landscape
p68_gpcc-octree-raht_r06.ply,4.692299606,landscape
p68_vpcc_r00.ply,2.03252592,landscape
p68_vpcc_r01.ply,3.392602822,landscape
p68_vpcc_r02.ply,4.027700484,landscape
p68_vpcc_r03.ply,4.233450365,landscape
p68_vpcc_r04.ply,4.463887286,landscape
p68_vpcc_r05.ply,4.57383482,landscape
p69_geocnn_r01.ply,3.833634326,landscape
p69_geocnn_r02.ply,4.170787567,landscape
p69_geocnn_r03.ply,4.226210011,landscape
p69_geocnn_r04.ply,4.671893566,landscape
p69_gpcc-octree-predlift_r02.ply,1.410270621,landscape
p69_gpcc-octree-predlift_r03.ply,3.195681597,landscape
p69_gpcc-octree-predlift_r04.ply,4.241368551,landscape
p69_gpcc-octree-predlift_r05.ply,4.570485193,landscape
p69_gpcc-octree-predlift_r06.ply,4.655660128,landscape
p69_gpcc-octree-raht_r02.ply,1.430688888,landscape
p69_gpcc-octree-raht_r03.ply,2.527734403,landscape
p69_gpcc-octree-raht_r04.ply,4.013587098,landscape
p69_gpcc-octree-raht_r05.ply,4.71609757,landscape
p69_gpcc-octree-raht_r06.ply,4.650161543,landscape
p69_vpcc_r00.ply,2.140081818,landscape
p69_vpcc_r01.ply,2.770917851,landscape
p69_vpcc_r02.ply,3.347608516,landscape
p69_vpcc_r03.ply,4.113035234,landscape
p69_vpcc_r04.ply,4.5641375,landscape
p69_vpcc_r05.ply,4.488378451,landscape
p70_geocnn_r01.ply,3.871668974,landscape
p70_geocnn_r02.ply,4.43406935,landscape
p70_geocnn_r03.ply,4.486516882,landscape
p70_geocnn_r04.ply,4.296197754,landscape
p70_gpcc-octree-predlift_r02.ply,1.180481779,landscape
p70_gpcc-octree-predlift_r03.ply,2.630280335,landscape
p70_gpcc-octree-predlift_r04.ply,4.211651708,landscape
p70_gpcc-octree-predlift_r05.ply,4.481888297,landscape
p70_gpcc-octree-predlift_r06.ply,4.493858425,landscape
p70_gpcc-octree-raht_r02.ply,1.199409115,landscape
p70_gpcc-octree-raht_r03.ply,2.355662536,landscape
p70_gpcc-octree-raht_r04.ply,4.144979078,landscape
p70_gpcc-octree-raht_r05.ply,4.467903076,landscape
p70_gpcc-octree-raht_r06.ply,4.442222357,landscape
p70_vpcc_r00.ply,1.591105707,landscape
p70_vpcc_r01.ply,2.438644052,landscape
p70_vpcc_r02.ply,3.272339742,landscape
p70_vpcc_r03.ply,4.121896675,landscape
p70_vpcc_r04.ply,4.378679361,landscape
p70_vpcc_r05.ply,4.350553045,landscape
p71_geocnn_r01.ply,3.434044557,landscape
p71_geocnn_r02.ply,4.470613577,landscape
p71_geocnn_r03.ply,4.497787882,landscape
p71_geocnn_r04.ply,4.537475617,landscape
p71_gpcc-octree-predlift_r02.ply,1.448794458,landscape
p71_gpcc-octree-predlift_r03.ply,3.166313941,landscape
p71_gpcc-octree-predlift_r04.ply,4.273587904,landscape
p71_gpcc-octree-predlift_r05.ply,4.621521209,landscape
p71_gpcc-octree-predlift_r06.ply,4.628672986,landscape
p71_gpcc-octree-raht_r02.ply,1.205814864,landscape
p71_gpcc-octree-raht_r03.ply,2.877400005,landscape
p71_gpcc-octree-raht_r04.ply,4.179204515,landscape
p71_gpcc-octree-raht_r05.ply,4.632177508,landscape
p71_gpcc-octree-raht_r06.ply,4.516690949,landscape
p71_vpcc_r00.ply,2.050404173,landscape
p71_vpcc_r01.ply,2.535435619,landscape
p71_vpcc_r02.ply,3.432297878,landscape
p71_vpcc_r03.ply,3.483178962,landscape
p71_vpcc_r04.ply,3.894347077,landscape
p71_vpcc_r05.ply,4.03092381,landscape
p72_geocnn_r01.ply,3.089644256,landscape
p72_geocnn_r02.ply,3.490208956,landscape
p72_geocnn_r03.ply,3.635913127,landscape
p72_geocnn_r04.ply,4.015282102,landscape
p72_gpcc-octree-predlift_r02.ply,1.258992429,landscape
p72_gpcc-octree-predlift_r03.ply,2.591746993,landscape
p72_gpcc-octree-predlift_r04.ply,4.12372481,landscape
p72_gpcc-octree-predlift_r05.ply,4.231493233,landscape
p72_gpcc-octree-predlift_r06.ply,4.524153853,landscape
p72_gpcc-octree-raht_r02.ply,1.183854788,landscape
p72_gpcc-octree-raht_r03.ply,2.633532503,landscape
p72_gpcc-octree-raht_r04.ply,3.896266779,landscape
p72_gpcc-octree-raht_r05.ply,4.254045623,landscape
p72_gpcc-octree-raht_r06.ply,4.437200757,landscape
p72_vpcc_r00.ply,1.858162501,landscape
p72_vpcc_r01.ply,2.605488288,landscape
p72_vpcc_r02.ply,3.393405269,landscape
p72_vpcc_r03.ply,3.701916191,landscape
p72_vpcc_r04.ply,4.073069575,landscape
p72_vpcc_r05.ply,4.342173706,landscape
p73_geocnn_r01.ply,3.649274485,landscape
p73_geocnn_r02.ply,3.899932914,landscape
p73_geocnn_r03.ply,4.411956622,landscape
p73_geocnn_r04.ply,4.546684715,landscape
p73_gpcc-octree-predlift_r02.ply,1.42797454,landscape
p73_gpcc-octree-predlift_r03.ply,3.265766927,landscape
p73_gpcc-octree-predlift_r04.ply,4.319596144,landscape
p73_gpcc-octree-predlift_r05.ply,4.566920727,landscape
p73_gpcc-octree-predlift_r06.ply,4.556103949,landscape
p73_gpcc-octree-raht_r02.ply,1.315802633,landscape
p73_gpcc-octree-raht_r03.ply,3.332708435,landscape
p73_gpcc-octree-raht_r04.ply,4.321568557,landscape
p73_gpcc-octree-raht_r05.ply,4.574678823,landscape
p73_gpcc-octree-raht_r06.ply,4.553863659,landscape
p73_vpcc_r00.ply,2.651339738,landscape
p73_vpcc_r01.ply,3.545869745,landscape
p73_vpcc_r02.ply,4.064700916,landscape
p73_vpcc_r03.ply,4.288429318,landscape
p73_vpcc_r04.ply,4.542811561,landscape
p73_vpcc_r05.ply,4.590102016,landscape
p74_geocnn_r01.ply,1.91835257,landscape
p74_geocnn_r02.ply,3.503402544,landscape
p74_geocnn_r03.ply,3.792132973,landscape
p74_geocnn_r04.ply,3.774499143,landscape
p74_gpcc-octree-predlift_r02.ply,1.173672691,landscape
p74_gpcc-octree-predlift_r03.ply,2.196661715,landscape
p74_gpcc-octree-predlift_r04.ply,3.71025073,landscape
p74_gpcc-octree-predlift_r05.ply,4.034833796,landscape
p74_gpcc-octree-predlift_r06.ply,4.166182535,landscape
p74_gpcc-octree-raht_r02.ply,1.251558149,landscape
p74_gpcc-octree-raht_r03.ply,2.195819896,landscape
p74_gpcc-octree-raht_r04.ply,3.808724067,landscape
p74_gpcc-octree-raht_r05.ply,4.072715324,landscape
p74_gpcc-octree-raht_r06.ply,4.035181494,landscape
p74_vpcc_r00.ply,2.379901146,landscape
p74_vpcc_r01.ply,3.116440048,landscape
p74_vpcc_r02.ply,3.988929681,landscape
p74_vpcc_r03.ply,4.070927011,landscape
p74_vpcc_r04.ply,4.011737883,landscape
p74_vpcc_r05.ply,4.180545074,landscape
p75_geocnn_r01.ply,2.533589959,landscape
p75_geocnn_r02.ply,3.340161656,landscape
p75_geocnn_r03.ply,3.524951438,landscape
p75_geocnn_r04.ply,4.046083483,landscape
p75_gpcc-octree-predlift_r02.ply,1.334273339,landscape
p75_gpcc-octree-predlift_r03.ply,2.927060718,landscape
p75_gpcc-octree-predlift_r04.ply,4.158367716,landscape
p75_gpcc-octree-predlift_r05.ply,4.402113156,landscape
p75_gpcc-octree-predlift_r06.ply,4.182528889,landscape
p75_gpcc-octree-raht_r02.ply,1.315228544,landscape
p75_gpcc-octree-raht_r03.ply,2.616288413,landscape
p75_gpcc-octree-raht_r04.ply,4.225282671,landscape
p75_gpcc-octree-raht_r05.ply,4.354703905,landscape
p75_gpcc-octree-raht_r06.ply,4.131080109,landscape
p75_vpcc_r00.ply,2.002676094,landscape
p75_vpcc_r01.ply,3.329829155,landscape
p75_vpcc_r02.ply,3.620569436,landscape
p75_vpcc_r03.ply,4.004614957,landscape
p75_vpcc_r04.ply,3.97019618,landscape
p75_vpcc_r05.ply,3.768443494,landscape
